LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
12,Mar,9,10:51:43,Client02,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x010:', ""'MPX CSR'""]"
13,Mar,9,10:51:43,Client02,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x020: 'AVX-512 opmask',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x020:', ""'AVX-512 opmask'""]"
14,Mar,9,10:51:43,Client02,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x040: 'AVX-512 Hi256',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x040:', ""'AVX-512 Hi256'""]"
15,Mar,9,10:51:43,Client02,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x080: 'AVX-512 ZMM_Hi256',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x080:', ""'AVX-512 ZMM_Hi256'""]"
16,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '2', '576', '2', '256']"
17,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '3', '832', '3', '64']"
18,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '4', '896', '4', '64']"
19,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[5]:  960, xstate_sizes[5]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '5', '960', '5', '64']"
20,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[6]: 1024, xstate_sizes[6]:  512",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '6', '1024', '6', '512']"
21,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: xstate_offset[7]: 1536, xstate_sizes[7]: 1024",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '7', '1536', '7', '1024']"
22,Mar,9,10:51:43,Client02,kernel,"[    0.000000] x86/fpu: Enabled xstate features 0xff, context size is 2560 bytes, using 'compacted' format.",51ae9b48,"[ <*>.<*>] x86/fpu: Enabled xstate features <*> context size is <*> bytes, using <*> format.","['0.000000', '0xff,', '2560', ""'compacted'""]"
23,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-provided physical RAM map:,679f5927,[ <*>.<*>] BIOS-provided physical RAM map:,['0.000000']
24,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000000000-0x000000000009fbff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000000000-0x000000000009fbff] usable']"
25,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x000000000009fc00-0x000000000009ffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x000000000009fc00-0x000000000009ffff] reserved']"
26,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x00000000000e0000-0x00000000000fffff] reserved']"
27,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000100000-0x000000003ffeffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000100000-0x000000003ffeffff] usable']"
28,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x000000003fff0000-0x000000003fffefff] ACPI data,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003fff0000-0x000000003fffefff]', 'data']"
29,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x000000003ffff000-0x000000003fffffff] ACPI NVS,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003ffff000-0x000000003fffffff]', 'NVS']"
30,Mar,9,10:51:43,Client02,kernel,[    0.000000] BIOS-e820: [mem 0x0000000100000000-0x00000002bfffffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000100000000-0x00000002bfffffff] usable']"
31,Mar,9,10:51:43,Client02,kernel,[    0.000000] printk: bootconsole [earlyser0] enabled,8f72dbf6,[ <*>.<*>] <*> <*> <*> enabled,"['0.000000', 'printk:', 'bootconsole [earlyser0]']"
32,Mar,9,10:51:43,Client02,kernel,[    0.000000] NX (Execute Disable) protection: active,a2cd9fdb,[ <*>.<*>] NX (Execute Disable) protection: active,['0.000000']
33,Mar,9,10:51:43,Client02,kernel,[    0.000000] SMBIOS 2.3 present.,271e8bd5,[ <*>.<*>] SMBIOS <*>.<*> present.,"['0.000000', '2.3']"
34,Mar,9,10:51:43,Client02,kernel,"[    0.000000] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS 090007  06/02/2017",b20e8a2e,"[ <*>.<*>] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS <*> <*>/<*>/<*>","['0.000000', '090007  06', '02/2017']"
35,Mar,9,10:51:43,Client02,kernel,[    0.000000] Hypervisor detected: Microsoft Hyper-V,91ab13e8,[ <*>.<*>] Hypervisor detected: Microsoft Hyper-V,['0.000000']
36,Mar,9,10:51:43,Client02,kernel,"[    0.000000] Hyper-V: features 0x2e7f, hints 0x44c2c",9d9bfdd0,"[ <*>.<*>] Hyper-V: features 0x2e7f, hints 0x44c2c",['0.000000']
37,Mar,9,10:51:43,Client02,kernel,[    0.000000] Hyper-V Host Build:14393-10.0-0-0.305,e41e7a65,[ <*>.<*>] Hyper-V Host Build:<*>-<*>.<*>-<*>-<*>.<*>,"['0.000000', '14393-10', '0', '0-0.305']"
38,Mar,9,10:51:43,Client02,kernel,[    0.000000] Hyper-V: LAPIC Timer Frequency: 0xc3500,14bf15a5,[ <*>.<*>] Hyper-V: LAPIC Timer Frequency: 0xc<*>,"['0.000000', '3500']"
39,Mar,9,10:51:43,Client02,kernel,[    0.000000] tsc: Marking TSC unstable due to running on Hyper-V,eaf7708b,[ <*>.<*>] tsc: Marking TSC unstable due to running on Hyper-V,['0.000000']
40,Mar,9,10:51:43,Client02,kernel,[    0.000000] Hyper-V: Using hypercall for remote TLB flush,db4f6103,[ <*>.<*>] Hyper-V: Using hypercall for remote TLB flush,['0.000000']
41,Mar,9,10:51:43,Client02,kernel,[    0.000000] tsc: Detected 2095.244 MHz processor,835ab552,[ <*>.<*>] tsc: Detected <*>.<*> MHz processor,"['0.000000', '2095.244']"
42,Mar,9,10:51:43,Client02,kernel,[    0.001345] e820: update [mem 0x00000000-0x00000fff] usable ==> reserved,7f8f754f,[ <*>.<*>] e820: update [mem <*> usable ==> reserved,"['0.001345', '0x00000000-0x00000fff]']"
43,Mar,9,10:51:43,Client02,kernel,[    0.001347] e820: remove [mem 0x000a0000-0x000fffff] usable,1f70e9aa,[ <*>.<*>] e820: remove [mem 0x000a0000-0x000fffff] usable,['0.001347']
44,Mar,9,10:51:43,Client02,kernel,[    0.001350] last_pfn = 0x2c0000 max_arch_pfn = 0x400000000,893b62e4,[ <*>.<*>] last_pfn = <*> max_arch_pfn = 0x<*>,"['0.001350', '0x2c0000', '400000000']"
45,Mar,9,10:51:43,Client02,kernel,[    0.004476] MTRR default type: uncachable,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004476', 'default', 'type: uncachable']"
46,Mar,9,10:51:43,Client02,kernel,[    0.004477] MTRR fixed ranges enabled:,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004477', 'fixed', 'ranges enabled:']"
47,Mar,9,10:51:43,Client02,kernel,[    0.004478]   00000-9FFFF write-back,936b8562,[ <*>.<*>] <*> <*>,"['0.004478', '00000-9FFFF write-back']"
48,Mar,9,10:51:43,Client02,kernel,[    0.004479]   A0000-DFFFF uncachable,936b8562,[ <*>.<*>] <*> <*>,"['0.004479', 'A0000-DFFFF uncachable']"
49,Mar,9,10:51:43,Client02,kernel,[    0.004480]   E0000-FFFFF write-back,936b8562,[ <*>.<*>] <*> <*>,"['0.004480', 'E0000-FFFFF write-back']"
50,Mar,9,10:51:43,Client02,kernel,[    0.004480] MTRR variable ranges enabled:,1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,"['0.004480', 'variable', 'ranges enabled:']"
51,Mar,9,10:51:43,Client02,kernel,[    0.004481]   0 base 00000000000 mask FFFC0000000 write-back,d1b7c0bc,[ <*>.<*>] <*> base <*> mask <*> write-back,"['0.004481', '0', '00000000000', 'FFFC0000000']"
52,Mar,9,10:51:43,Client02,kernel,[    0.004482]   1 base 00100000000 mask FF000000000 write-back,d1b7c0bc,[ <*>.<*>] <*> base <*> mask <*> write-back,"['0.004482', '1', '00100000000', 'FF000000000']"
53,Mar,9,10:51:43,Client02,kernel,[    0.004483]   2 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004483', '2 disabled']"
54,Mar,9,10:51:43,Client02,kernel,[    0.004483]   3 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004483', '3 disabled']"
55,Mar,9,10:51:43,Client02,kernel,[    0.004484]   4 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004484', '4 disabled']"
56,Mar,9,10:51:43,Client02,kernel,[    0.004484]   5 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004484', '5 disabled']"
57,Mar,9,10:51:43,Client02,kernel,[    0.004484]   6 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004484', '6 disabled']"
58,Mar,9,10:51:43,Client02,kernel,[    0.004485]   7 disabled,936b8562,[ <*>.<*>] <*> <*>,"['0.004485', '7 disabled']"
59,Mar,9,10:51:43,Client02,kernel,[    0.004498] x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT,5414a551,[ <*>.<*>] x86/PAT: Configuration [<*>-<*>]: WB WC UC- UC WB WP UC- WT,"['0.004498', '0-7']"
60,Mar,9,10:51:43,Client02,kernel,[    0.008613] e820: update [mem 0x40000000-0xffffffff] usable ==> reserved,7f8f754f,[ <*>.<*>] e820: update [mem <*> usable ==> reserved,"['0.008613', '0x40000000-0xffffffff]']"
61,Mar,9,10:51:43,Client02,kernel,[    0.010380] last_pfn = 0x3fff0 max_arch_pfn = 0x400000000,893b62e4,[ <*>.<*>] last_pfn = <*> max_arch_pfn = 0x<*>,"['0.010380', '0x3fff0', '400000000']"
62,Mar,9,10:51:43,Client02,kernel,[    0.022552] found SMP MP-table at [mem 0x000ff780-0x000ff78f],849f346f,[ <*>.<*>] found SMP MP-table at [mem 0x000ff780-0x000ff78f],['0.022552']
63,Mar,9,10:51:43,Client02,kernel,[    0.026545] check: Scanning 1 areas for low memory corruption,5b3d4674,[ <*>.<*>] check: Scanning <*> areas for low memory corruption,"['0.026545', '1']"
64,Mar,9,10:51:43,Client02,kernel,[    0.031241] Using GB pages for direct mapping,f6c22858,[ <*>.<*>] Using GB pages for direct mapping,['0.031241']
65,Mar,9,10:51:43,Client02,kernel,"[    0.034290] BRK [0x141c02000, 0x141c02fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.034290', '[0x141c02000, 0x141c02fff]']"
66,Mar,9,10:51:43,Client02,kernel,"[    0.034293] BRK [0x141c03000, 0x141c03fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.034293', '[0x141c03000, 0x141c03fff]']"
67,Mar,9,10:51:43,Client02,kernel,"[    0.034294] BRK [0x141c04000, 0x141c04fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.034294', '[0x141c04000, 0x141c04fff]']"
68,Mar,9,10:51:43,Client02,kernel,"[    0.034326] BRK [0x141c05000, 0x141c05fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.034326', '[0x141c05000, 0x141c05fff]']"
69,Mar,9,10:51:43,Client02,kernel,"[    0.034406] BRK [0x141c06000, 0x141c06fff] PGTABLE",bd206d38,[ <*>.<*>] BRK <*> <*> PGTABLE,"['0.034406', '[0x141c06000, 0x141c06fff]']"
70,Mar,9,10:51:43,Client02,kernel,[    0.034444] RAMDISK: [mem 0x3598f000-0x36cbefff],1c598435,[ <*>.<*>] <*> [mem <*>,"['0.034444', 'RAMDISK:', '0x3598f000-0x36cbefff]']"
71,Mar,9,10:51:43,Client02,kernel,[    0.037726] ACPI: Early table checksum verification disabled,5e4615b4,[ <*>.<*>] ACPI: Early table checksum verification disabled,['0.037726']
72,Mar,9,10:51:43,Client02,kernel,[    0.041670] ACPI: RSDP 0x00000000000F5BF0 000014 (v00 ACPIAM),ef90a7c4,[ <*>.<*>] ACPI: RSDP 0x00000000000F5BF0 <*> (v00 ACPIAM),"['0.041670', '000014']"
73,Mar,9,10:51:43,Client02,kernel,[    0.045581] ACPI: RSDT 0x000000003FFF0000 000040 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.045581', 'RSDT', '0x000000003FFF0000 000040 (v01', '06001702', '00000097']"
74,Mar,9,10:51:43,Client02,kernel,[    0.051147] ACPI: FACP 0x000000003FFF0200 000081 (v02 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.051147', 'FACP', '0x000000003FFF0200 000081 (v02', '06001702', '00000097']"
75,Mar,9,10:51:43,Client02,kernel,[    0.056805] ACPI: DSDT 0x000000003FFF1D24 003CBE (v01 MSFTVM MSFTVM02 00000002 INTL 02002026),55f70f8e,[ <*>.<*>] ACPI: DSDT 0x000000003FFF1D24 003CBE (v01 MSFTVM MSFTVM02 <*> INTL <*>),"['0.056805', '00000002', '02002026']"
76,Mar,9,10:51:43,Client02,kernel,[    0.062434] ACPI: FACS 0x000000003FFFF000 000040,384a7d61,[ <*>.<*>] ACPI: <*> <*> <*>,"['0.062434', 'FACS', '0x000000003FFFF000 000040']"
77,Mar,9,10:51:43,Client02,kernel,[    0.065473] ACPI: WAET 0x000000003FFF1A80 000028 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.065473', 'WAET', '0x000000003FFF1A80 000028 (v01', '06001702', '00000097']"
78,Mar,9,10:51:43,Client02,kernel,[    0.071056] ACPI: SLIC 0x000000003FFF1AC0 000176 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.071056', 'SLIC', '0x000000003FFF1AC0 000176 (v01', '06001702', '00000097']"
79,Mar,9,10:51:43,Client02,kernel,[    0.076865] ACPI: OEM0 0x000000003FFF1CC0 000064 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.076865', 'OEM0', '0x000000003FFF1CC0 000064 (v01', '06001702', '00000097']"
80,Mar,9,10:51:43,Client02,kernel,[    0.082160] ACPI: SRAT 0x000000003FFF0800 000140 (v02 VRTUAL MICROSFT 00000001 MSFT 00000001),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.082160', 'SRAT', '0x000000003FFF0800 000140 (v02', '00000001', '00000001']"
81,Mar,9,10:51:43,Client02,kernel,[    0.087826] ACPI: APIC 0x000000003FFF0300 000452 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.087826', 'APIC', '0x000000003FFF0300 000452 (v01', '06001702', '00000097']"
82,Mar,9,10:51:43,Client02,kernel,[    0.093458] ACPI: OEMB 0x000000003FFFF040 000064 (v01 VRTUAL MICROSFT 06001702 MSFT 00000097),99b568dc,[ <*>.<*>] ACPI: <*> <*> <*> <*> VRTUAL MICROSFT <*> MSFT <*>),"['0.093458', 'OEMB', '0x000000003FFFF040 000064 (v01', '06001702', '00000097']"
83,Mar,9,10:51:43,Client02,kernel,[    0.098812] ACPI: Local APIC address 0xfee00000,33c2304b,[ <*>.<*>] ACPI: Local APIC address 0xfee<*>,"['0.098812', '00000']"
84,Mar,9,10:51:43,Client02,kernel,[    0.098858] SRAT: PXM 0 -> APIC 0x00 -> Node 0,3a0052b7,[ <*>.<*>] SRAT: PXM <*> -> APIC <*> -> Node <*>,"['0.098858', '0 ->', '0x00 ->', '0']"
85,Mar,9,10:51:43,Client02,kernel,[    0.101731] SRAT: PXM 0 -> APIC 0x01 -> Node 0,3a0052b7,[ <*>.<*>] SRAT: PXM <*> -> APIC <*> -> Node <*>,"['0.101731', '0 ->', '0x01 ->', '0']"
86,Mar,9,10:51:43,Client02,kernel,[    0.104659] ACPI: SRAT: Node 0 PXM 0 [mem 0x00000000-0x3fffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.104659', '0', '0', '0x00000000-0x3fffffff]']"
87,Mar,9,10:51:43,Client02,kernel,[    0.110373] ACPI: SRAT: Node 0 PXM 0 [mem 0x100000000-0x2bfffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.110373', '0', '0', '0x100000000-0x2bfffffff]']"
88,Mar,9,10:51:43,Client02,kernel,[    0.114849] ACPI: SRAT: Node 0 PXM 0 [mem 0x2c0200000-0xfdfffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.114849', '0', '0', '0x2c0200000-0xfdfffffff]']"
89,Mar,9,10:51:43,Client02,kernel,[    0.119326] ACPI: SRAT: Node 0 PXM 0 [mem 0x1000000000-0xffffffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.119326', '0', '0', '0x1000000000-0xffffffffff]']"
90,Mar,9,10:51:43,Client02,kernel,[    0.124116] ACPI: SRAT: Node 0 PXM 0 [mem 0x10000200000-0x1ffffffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.124116', '0', '0', '0x10000200000-0x1ffffffffff]']"
91,Mar,9,10:51:43,Client02,kernel,[    0.128838] ACPI: SRAT: Node 0 PXM 0 [mem 0x20000200000-0x3ffffffffff] hotplug,59806dab,[ <*>.<*>] ACPI: SRAT: Node <*> PXM <*> [mem <*> hotplug,"['0.128838', '0', '0', '0x20000200000-0x3ffffffffff]']"
92,Mar,9,10:51:43,Client02,kernel,[    0.133311] NUMA: Node 0 [mem 0x00000000-0x3fffffff] + [mem 0x100000000-0x2bfffffff] -> [mem 0x00000000-0x2bfffffff],2149b3b0,[ <*>.<*>] NUMA: Node <*> [mem 0x00000000-0x3fffffff] + [mem 0x100000000-0x2bfffffff] -> [mem 0x00000000-0x2bfffffff],"['0.133311', '0']"
93,Mar,9,10:51:43,Client02,kernel,[    0.140125] NODE_DATA(0) allocated [mem 0x2bffd5000-0x2bfffffff],b6667f9b,[ <*>.<*>] <*> <*> [mem <*>,"['0.140125', 'NODE_DATA(0) allocated', '0x2bffd5000-0x2bfffffff]']"
94,Mar,9,10:51:43,Client02,kernel,[    0.144087] Zone ranges:,936b8562,[ <*>.<*>] <*> <*>,"['0.144087', 'Zone ranges:']"
95,Mar,9,10:51:43,Client02,kernel,[    0.145705]   DMA      [mem 0x0000000000001000-0x0000000000ffffff],1c598435,[ <*>.<*>] <*> [mem <*>,"['0.145705', 'DMA', '0x0000000000001000-0x0000000000ffffff]']"
96,Mar,9,10:51:43,Client02,kernel,[    0.149602]   DMA32    [mem 0x0000000001000000-0x00000000ffffffff],1c598435,[ <*>.<*>] <*> [mem <*>,"['0.149602', 'DMA32', '0x0000000001000000-0x00000000ffffffff]']"
97,Mar,9,10:51:43,Client02,kernel,[    0.153576]   Normal   [mem 0x0000000100000000-0x00000002bfffffff],1c598435,[ <*>.<*>] <*> [mem <*>,"['0.153576', 'Normal', '0x0000000100000000-0x00000002bfffffff]']"
98,Mar,9,10:51:43,Client02,kernel,[    0.157524]   Device   empty,936b8562,[ <*>.<*>] <*> <*>,"['0.157524', 'Device   empty']"
99,Mar,9,10:51:43,Client02,kernel,[    0.159953] Movable zone start for each node,64c52242,[ <*>.<*>] Movable zone start for each node,['0.159953']
100,Mar,9,10:51:43,Client02,kernel,[    0.164522] Early memory node ranges,a091d2c8,[ <*>.<*>] Early memory node ranges,['0.164522']
101,Mar,9,10:51:43,Client02,kernel,[    0.169245]   node   0: [mem 0x0000000000001000-0x000000000009efff],b6667f9b,[ <*>.<*>] <*> <*> [mem <*>,"['0.169245', 'node   0:', '0x0000000000001000-0x000000000009efff]']"
102,Mar,9,10:51:43,Client02,kernel,[    0.173294]   node   0: [mem 0x0000000000100000-0x000000003ffeffff],b6667f9b,[ <*>.<*>] <*> <*> [mem <*>,"['0.173294', 'node   0:', '0x0000000000100000-0x000000003ffeffff]']"
103,Mar,9,10:51:43,Client02,kernel,[    0.177789]   node   0: [mem 0x0000000100000000-0x00000002bfffffff],b6667f9b,[ <*>.<*>] <*> <*> [mem <*>,"['0.177789', 'node   0:', '0x0000000100000000-0x00000002bfffffff]']"
104,Mar,9,10:51:43,Client02,kernel,[    0.181923] Zeroed struct page in unavailable ranges: 114 pages,466785ab,[ <*>.<*>] Zeroed struct page in unavailable ranges: <*> pages,"['0.181923', '114']"
105,Mar,9,10:51:43,Client02,kernel,[    0.181925] Initmem setup node 0 [mem 0x0000000000001000-0x00000002bfffffff],9b9613f5,[ <*>.<*>] Initmem setup node <*> [mem 0x0000000000001000-0x00000002bfffffff],"['0.181925', '0']"
106,Mar,9,10:51:43,Client02,kernel,[    0.190069] On node 0 totalpages: 2097038,6d7e682c,[ <*>.<*>] On node <*> totalpages: <*>,"['0.190069', '0', '2097038']"
107,Mar,9,10:51:43,Client02,kernel,[    0.190070]   DMA zone: 64 pages used for memmap,8f605fdb,[ <*>.<*>] <*> zone: <*> pages used for memmap,"['0.190070', 'DMA', '64']"
108,Mar,9,10:51:43,Client02,kernel,[    0.190071]   DMA zone: 21 pages reserved,4f135b04,[ <*>.<*>] DMA zone: <*> pages reserved,"['0.190071', '21']"
109,Mar,9,10:51:43,Client02,kernel,"[    0.190072]   DMA zone: 3998 pages, LIFO batch:0",c61c09e1,"[ <*>.<*>] <*> zone: <*> pages, LIFO batch:<*>","['0.190072', 'DMA', '3998', '0']"
110,Mar,9,10:51:43,Client02,kernel,[    0.190171]   DMA32 zone: 4032 pages used for memmap,8f605fdb,[ <*>.<*>] <*> zone: <*> pages used for memmap,"['0.190171', 'DMA32', '4032']"
111,Mar,9,10:51:43,Client02,kernel,"[    0.190171]   DMA32 zone: 258032 pages, LIFO batch:63",c61c09e1,"[ <*>.<*>] <*> zone: <*> pages, LIFO batch:<*>","['0.190171', 'DMA32', '258032', '63']"
